eval_id,interaction_id,qa_score,customer_critical,business_critical,compliance_critical
QA-005578,INT-015870,0.98,0,0,0
QA-005579,INT-023364,1.0,0,0,0
QA-005580,INT-005499,0.95,0,0,0
QA-005581,INT-001104,0.0,0,1,0
QA-005582,INT-039683,0.99,0,0,0
QA-005583,INT-022798,0.85,0,0,0
QA-005584,INT-022794,1.0,0,0,0
QA-005585,INT-002281,0.89,0,0,0
QA-005586,INT-002283,0.87,0,0,0
QA-005587,INT-027436,0.99,0,0,0
QA-005588,INT-003243,1.0,0,0,0
QA-005589,INT-022311,0.92,0,0,0
QA-005590,INT-004744,0.89,0,0,0
QA-005591,INT-025236,0.83,0,0,0
QA-005592,INT-039047,0.91,0,0,0
QA-005593,INT-007171,0.83,0,0,0
QA-005594,INT-036290,0.92,0,0,0
QA-005595,INT-022637,0.95,0,0,0
QA-005596,INT-017136,0.91,0,0,0
QA-005597,INT-036293,1.0,0,0,0
QA-005598,INT-017437,0.0,0,0,1
QA-005599,INT-027434,0.95,0,0,0
QA-005600,INT-017139,0.93,0,0,0
QA-005601,INT-005497,0.92,0,0,0
QA-005602,INT-009444,1.0,0,0,0
QA-005603,INT-001555,0.0,1,0,0
QA-005604,INT-036620,0.98,0,0,0
QA-005605,INT-012644,1.0,0,0,0
QA-005606,INT-022126,1.0,0,0,0
QA-005607,INT-027955,0.93,0,0,0
QA-005608,INT-009443,0.89,0,0,0
QA-005609,INT-042791,0.83,0,0,0
QA-005610,INT-012831,0.99,0,0,0
QA-005611,INT-036619,0.99,0,0,0
QA-005612,INT-015955,1.0,0,0,0
QA-005613,INT-000562,1.0,0,0,0
QA-005614,INT-017241,0.94,0,0,0
QA-005615,INT-022731,1.0,0,0,0
QA-005616,INT-014743,1.0,0,0,0
QA-005617,INT-028471,0.96,0,0,0
QA-005618,INT-035797,0.0,0,0,1
QA-005619,INT-025505,0.85,0,0,0
QA-005620,INT-005744,0.91,0,0,0
QA-005621,INT-027399,0.9,0,0,0
QA-005622,INT-010371,0.0,1,0,0
QA-005623,INT-034938,0.9,0,0,0
QA-005624,INT-044188,0.96,0,0,0
QA-005625,INT-013333,0.94,0,0,0
QA-005626,INT-020553,1.0,0,0,0
QA-005627,INT-033370,0.92,0,0,0
QA-005628,INT-034939,0.97,0,0,0
QA-005629,INT-033739,0.8,0,0,0
QA-005630,INT-002596,0.94,0,0,0
QA-005631,INT-027937,0.94,0,0,0
QA-005632,INT-039351,0.87,0,0,0
QA-005633,INT-033738,1.0,0,0,0
QA-005634,INT-033368,0.87,0,0,0
QA-005635,INT-044187,1.0,0,0,0
QA-005636,INT-036818,0.83,0,0,0
QA-005637,INT-012648,1.0,0,0,0
QA-005638,INT-009535,0.0,1,0,0
QA-005639,INT-044268,0.97,0,0,0
QA-005640,INT-030192,0.95,0,0,0
QA-005641,INT-002595,0.82,0,0,0
QA-005642,INT-003299,0.0,0,1,0
QA-005643,INT-040684,0.91,0,0,0
QA-005644,INT-000643,0.0,1,0,0
QA-005645,INT-016632,0.94,0,0,0
QA-005646,INT-026003,0.0,0,1,0
QA-005647,INT-013199,1.0,0,0,0
QA-005648,INT-017631,1.0,0,0,0
QA-005649,INT-042384,0.0,1,1,0
QA-005650,INT-039016,1.0,0,0,0
QA-005651,INT-007333,0.83,0,0,0
QA-005652,INT-046044,0.91,0,0,0
QA-005653,INT-046175,0.0,0,0,1
QA-005654,INT-016478,0.92,0,0,0
QA-005655,INT-006101,0.9,0,0,0
QA-005656,INT-029255,1.0,0,0,0
QA-005657,INT-041542,0.9,0,0,0
QA-005658,INT-034406,1.0,0,0,0
QA-005659,INT-021281,0.92,0,0,0
QA-005660,INT-021283,0.0,0,1,0
QA-005661,INT-031495,0.99,0,0,0
QA-005662,INT-000878,1.0,0,0,0
QA-005663,INT-012669,1.0,0,0,0
QA-005664,INT-039747,0.92,0,0,0
QA-005665,INT-009820,0.91,0,0,0
QA-005666,INT-036411,0.89,0,0,0
QA-005667,INT-015447,0.91,0,0,0
QA-005668,INT-022294,0.88,0,0,0
QA-005669,INT-011636,1.0,0,0,0
QA-005670,INT-004649,0.96,0,0,0
QA-005671,INT-028866,0.93,0,0,0
QA-005672,INT-032669,0.95,0,0,0
QA-005673,INT-003887,0.96,0,0,0
QA-005674,INT-003206,0.96,0,0,0
QA-005675,INT-046327,0.0,0,1,0
QA-005676,INT-018854,0.96,0,0,0
QA-005677,INT-032664,1.0,0,0,0
QA-005678,INT-042659,0.96,0,0,0
QA-005679,INT-042285,0.95,0,0,0
QA-005680,INT-006152,0.91,0,0,0
QA-005681,INT-040044,0.98,0,0,0
QA-005682,INT-043229,0.98,0,0,0
QA-005683,INT-001528,0.96,0,0,0
QA-005684,INT-035299,1.0,0,0,0
QA-005685,INT-001530,0.95,0,0,0
QA-005686,INT-021843,1.0,0,0,0
QA-005687,INT-017973,0.0,0,1,0
QA-005688,INT-037273,0.79,0,0,0
QA-005689,INT-042661,0.93,0,0,0
QA-005690,INT-037274,0.89,0,0,0
QA-005691,INT-021844,1.0,0,0,0
QA-005692,INT-001529,1.0,0,0,0
QA-005693,INT-017206,0.96,0,0,0
QA-005694,INT-043231,1.0,0,0,0
QA-005695,INT-003204,1.0,0,0,0
QA-005696,INT-042660,1.0,0,0,0
QA-005697,INT-034448,1.0,0,0,0
QA-005698,INT-005272,0.88,0,0,0
QA-005699,INT-015365,0.0,1,0,0
QA-005700,INT-032277,0.83,0,0,0
QA-005701,INT-046399,0.92,0,0,0
QA-005702,INT-021284,0.98,0,0,0
QA-005703,INT-005270,0.87,0,0,0
QA-005704,INT-017118,0.98,0,0,0
QA-005705,INT-043949,0.89,0,0,0
QA-005706,INT-025025,1.0,0,0,0
QA-005707,INT-007051,0.92,0,0,0
QA-005708,INT-005609,1.0,0,0,0
QA-005709,INT-037175,1.0,0,0,0
QA-005710,INT-026291,0.95,0,0,0
QA-005711,INT-011766,1.0,0,0,0
QA-005712,INT-043668,1.0,0,0,0
QA-005713,INT-024605,0.0,0,0,1
QA-005714,INT-011777,0.86,0,0,0
QA-005715,INT-000551,0.95,0,0,0
QA-005716,INT-001198,0.82,0,0,0
QA-005717,INT-024542,0.96,0,0,0
QA-005718,INT-026292,0.0,0,1,0
QA-005719,INT-013038,0.94,0,0,0
QA-005720,INT-011778,0.94,0,0,0
QA-005721,INT-034994,0.0,1,0,0
QA-005722,INT-031772,1.0,0,0,0
QA-005723,INT-005268,0.0,1,0,1
QA-005724,INT-000553,0.9,0,0,0
QA-005725,INT-034990,0.93,0,0,0
QA-005726,INT-013791,0.87,0,0,0
QA-005727,INT-032572,0.0,0,1,0
QA-005728,INT-011829,0.99,0,0,0
QA-005729,INT-005693,0.83,0,0,0
QA-005730,INT-028620,0.0,1,0,0
QA-005731,INT-036413,0.87,0,0,0
QA-005732,INT-039211,0.99,0,0,0
QA-005733,INT-010356,0.88,0,0,0
QA-005734,INT-034066,0.9,0,0,0
QA-005735,INT-018655,0.0,1,0,0
QA-005736,INT-010357,0.95,0,0,0
QA-005737,INT-011828,0.97,0,0,0
QA-005738,INT-039852,0.84,0,0,0
QA-005739,INT-021634,0.9,0,0,0
QA-005740,INT-027936,0.83,0,0,0
QA-005741,INT-010396,0.83,0,0,0
QA-005742,INT-028521,1.0,0,0,0
QA-005743,INT-046043,1.0,0,0,0
QA-005744,INT-004619,0.89,0,0,0
QA-005745,INT-019365,0.97,0,0,0
QA-005746,INT-044759,0.91,0,0,0
QA-005747,INT-037411,0.0,0,1,0
QA-005748,INT-046766,0.85,0,0,0
QA-005749,INT-009841,0.88,0,0,0
QA-005750,INT-007230,0.91,0,0,0
QA-005751,INT-017967,0.93,0,0,0
QA-005752,INT-022448,0.91,0,0,0
QA-005753,INT-008780,0.0,0,1,0
QA-005754,INT-016259,1.0,0,0,0
QA-005755,INT-008778,0.89,0,0,0
QA-005756,INT-006425,0.88,0,0,0
QA-005757,INT-041584,0.98,0,0,0
QA-005758,INT-032078,0.96,0,0,0
QA-005759,INT-006864,0.99,0,0,0
QA-005760,INT-028034,0.91,0,0,0
QA-005761,INT-007370,0.99,0,0,0
QA-005762,INT-013881,0.93,0,0,0
QA-005763,INT-006181,0.83,0,0,0
QA-005764,INT-012361,0.86,0,0,0
QA-005765,INT-008749,0.96,0,0,0
QA-005766,INT-039647,0.81,0,0,0
QA-005767,INT-012411,0.99,0,0,0
QA-005768,INT-014411,0.88,0,0,0
QA-005769,INT-030060,0.91,0,0,0
QA-005770,INT-019829,0.0,0,1,0
QA-005771,INT-005426,0.85,0,0,0
QA-005772,INT-044351,0.98,0,0,0
QA-005773,INT-021932,0.98,0,0,0
QA-005774,INT-022990,0.98,0,0,0
QA-005775,INT-030062,0.99,0,0,0
QA-005776,INT-006568,0.84,0,0,0
QA-005777,INT-023770,1.0,0,0,0
QA-005778,INT-004010,1.0,0,0,0
QA-005779,INT-011073,0.94,0,0,0
QA-005780,INT-028037,0.0,1,0,0
QA-005781,INT-017198,0.93,0,0,0
QA-005782,INT-000208,0.0,1,0,0
QA-005783,INT-017203,0.93,0,0,0
QA-005784,INT-017199,0.82,0,0,0
QA-005785,INT-023091,0.93,0,0,0
QA-005786,INT-008757,0.81,0,0,0
QA-005787,INT-030043,0.87,0,0,0
QA-005788,INT-014816,0.0,0,1,0
QA-005789,INT-017200,0.99,0,0,0
QA-005790,INT-015123,0.94,0,0,0
QA-005791,INT-002145,0.0,0,1,0
QA-005792,INT-007989,0.97,0,0,0
QA-005793,INT-029167,1.0,0,0,0
QA-005794,INT-000231,0.0,0,1,0
QA-005795,INT-042395,1.0,0,0,0
QA-005796,INT-043182,0.95,0,0,0
QA-005797,INT-042502,0.9,0,0,0
QA-005798,INT-013339,0.89,0,0,0
QA-005799,INT-017827,1.0,0,0,0
QA-005800,INT-014788,0.81,0,0,0
QA-005801,INT-008144,1.0,0,0,0
QA-005802,INT-003104,0.89,0,0,0
QA-005803,INT-035994,0.92,0,0,0
QA-005804,INT-021091,0.98,0,0,0
QA-005805,INT-033918,0.97,0,0,0
QA-005806,INT-039489,0.79,0,0,0
QA-005807,INT-014327,0.97,0,0,0
QA-005808,INT-011561,0.89,0,0,0
QA-005809,INT-037879,0.94,0,0,0
QA-005810,INT-004630,0.97,0,0,0
QA-005811,INT-021006,0.98,0,0,0
QA-005812,INT-042965,0.97,0,0,0
QA-005813,INT-041386,0.99,0,0,0
QA-005814,INT-016067,1.0,0,0,0
QA-005815,INT-045766,0.72,0,0,0
QA-005816,INT-001202,1.0,0,0,0
QA-005817,INT-022773,0.85,0,0,0
QA-005818,INT-031499,0.0,0,0,1
QA-005819,INT-015482,1.0,0,0,0
QA-005820,INT-024919,1.0,0,0,0
QA-005821,INT-029843,1.0,0,0,0
QA-005822,INT-015015,0.94,0,0,0
QA-005823,INT-006298,0.86,0,0,0
QA-005824,INT-045286,0.0,1,0,0
QA-005825,INT-017357,0.97,0,0,0
QA-005826,INT-006115,1.0,0,0,0
QA-005827,INT-030285,0.85,0,0,0
QA-005828,INT-015257,0.86,0,0,0
QA-005829,INT-010259,0.0,0,1,0
QA-005830,INT-017131,0.88,0,0,0
QA-005831,INT-030286,0.91,0,0,0
QA-005832,INT-005429,0.95,0,0,0
QA-005833,INT-034719,0.88,0,0,0
QA-005834,INT-021511,1.0,0,0,0
QA-005835,INT-025702,0.86,0,0,0
QA-005836,INT-009622,0.97,0,0,0
QA-005837,INT-006957,1.0,0,0,0
QA-005838,INT-035329,0.94,0,0,0
QA-005839,INT-041619,0.0,0,0,1
QA-005840,INT-022144,0.86,0,0,0
QA-005841,INT-013630,0.98,0,0,0
QA-005842,INT-037362,0.97,0,0,0
QA-005843,INT-020012,0.0,0,1,0
QA-005844,INT-034579,0.0,0,0,1
QA-005845,INT-042840,0.91,0,0,0
QA-005846,INT-004669,0.0,0,1,0
QA-005847,INT-039696,0.88,0,0,0
QA-005848,INT-037204,0.93,0,0,0
QA-005849,INT-012420,0.93,0,0,0
QA-005850,INT-036476,0.97,0,0,0
QA-005851,INT-023826,0.92,0,0,0
QA-005852,INT-013822,1.0,0,0,0
QA-005853,INT-024787,0.0,0,0,1
QA-005854,INT-020598,0.92,0,0,0
QA-005855,INT-023825,0.96,0,0,0
QA-005856,INT-041623,0.99,0,0,0
QA-005857,INT-013705,1.0,0,0,0
QA-005858,INT-040527,0.97,0,0,0
QA-005859,INT-022707,1.0,0,0,0
QA-005860,INT-009565,0.0,1,0,0
QA-005861,INT-017012,0.0,0,0,1
QA-005862,INT-042505,0.98,0,0,0
QA-005863,INT-009628,0.88,0,0,0
QA-005864,INT-006932,0.92,0,0,0
QA-005865,INT-011189,0.93,0,0,0
QA-005866,INT-030310,0.98,0,0,0
QA-005867,INT-016474,1.0,0,0,0
QA-005868,INT-005399,0.0,0,0,1
QA-005869,INT-009054,0.84,0,0,0
QA-005870,INT-015453,1.0,0,0,0
QA-005871,INT-026276,1.0,0,0,0
QA-005872,INT-024657,0.0,1,0,0
QA-005873,INT-036366,1.0,0,0,0
QA-005874,INT-014235,0.91,0,0,0
QA-005875,INT-040630,0.97,0,0,0
QA-005876,INT-005398,1.0,0,0,0
QA-005877,INT-012753,0.0,1,0,0
QA-005878,INT-046690,0.0,0,1,0
QA-005879,INT-012772,0.93,0,0,0
QA-005880,INT-012719,0.89,0,0,0
QA-005881,INT-040979,0.0,0,1,0
QA-005882,INT-039420,0.92,0,0,0
QA-005883,INT-041533,1.0,0,0,0
QA-005884,INT-036981,0.8,0,0,0
QA-005885,INT-012773,0.0,0,1,0
QA-005886,INT-041135,0.9,0,0,0
QA-005887,INT-028662,0.85,0,0,0
QA-005888,INT-019352,1.0,0,0,0
QA-005889,INT-001270,0.91,0,0,0
QA-005890,INT-005291,0.91,0,0,0
QA-005891,INT-019046,0.85,0,0,0
QA-005892,INT-039419,0.86,0,0,0
QA-005893,INT-018582,1.0,0,0,0
QA-005894,INT-031862,1.0,0,0,0
QA-005895,INT-025884,0.92,0,0,0
QA-005896,INT-027057,0.89,0,0,0
QA-005897,INT-031168,0.9,0,0,0
QA-005898,INT-001760,0.83,0,0,0
QA-005899,INT-026697,0.89,0,0,0
QA-005900,INT-025882,0.98,0,0,0
QA-005901,INT-046648,0.92,0,0,0
QA-005902,INT-001607,0.0,1,0,0
QA-005903,INT-041953,0.92,0,0,0
QA-005904,INT-027059,1.0,0,0,0
QA-005905,INT-041062,0.84,0,0,0
QA-005906,INT-028668,1.0,0,0,0
QA-005907,INT-031169,0.92,0,0,0
QA-005908,INT-026695,0.0,1,0,0
QA-005909,INT-000048,0.93,0,0,0
QA-005910,INT-031868,0.0,0,1,0
QA-005911,INT-027054,0.91,0,0,0
QA-005912,INT-015467,0.97,0,0,0
QA-005913,INT-020282,0.93,0,0,0
QA-005914,INT-000595,1.0,0,0,0
QA-005915,INT-020800,0.96,0,0,0
QA-005916,INT-034225,0.91,0,0,0
QA-005917,INT-036919,0.85,0,0,0
QA-005918,INT-039955,1.0,0,0,0
QA-005919,INT-031231,0.91,0,0,0
QA-005920,INT-035750,1.0,0,0,0
QA-005921,INT-021109,0.0,0,1,0
QA-005922,INT-015005,0.82,0,0,0
QA-005923,INT-033980,0.74,0,0,0
QA-005924,INT-006053,0.97,0,0,0
QA-005925,INT-042842,0.96,0,0,0
QA-005926,INT-030046,0.0,1,0,0
QA-005927,INT-006052,0.83,0,0,0
QA-005928,INT-008517,0.96,0,0,0
QA-005929,INT-041605,0.83,0,0,0
QA-005930,INT-016460,0.94,0,0,0
QA-005931,INT-016464,0.89,0,0,0
QA-005932,INT-035656,0.94,0,0,0
QA-005933,INT-043057,1.0,0,0,0
QA-005934,INT-035653,1.0,0,0,0
QA-005935,INT-025402,0.0,0,1,0
QA-005936,INT-039050,0.0,0,1,0
QA-005937,INT-030836,0.93,0,0,0
QA-005938,INT-036064,0.97,0,0,0
QA-005939,INT-039051,0.89,0,0,0
QA-005940,INT-018242,0.87,0,0,0
QA-005941,INT-012578,0.9,0,0,0
QA-005942,INT-018241,0.97,0,0,0
QA-005943,INT-042363,0.99,0,0,0
QA-005944,INT-020890,0.92,0,0,0
QA-005945,INT-042546,1.0,0,0,0
QA-005946,INT-029379,0.0,0,1,0
QA-005947,INT-012183,0.0,1,0,1
QA-005948,INT-020888,0.86,0,0,0
QA-005949,INT-015371,0.0,1,0,0
QA-005950,INT-011928,0.96,0,0,0
QA-005951,INT-019719,0.99,0,0,0
QA-005952,INT-004498,0.0,1,1,0
QA-005953,INT-020887,1.0,0,0,0
QA-005954,INT-021275,0.91,0,0,0
QA-005955,INT-016336,0.92,0,0,0
QA-005956,INT-003548,0.91,0,0,0
QA-005957,INT-015374,0.99,0,0,0
QA-005958,INT-029385,0.85,0,0,0
QA-005959,INT-005112,0.97,0,0,0
QA-005960,INT-017682,0.94,0,0,0
QA-005961,INT-005118,0.0,0,1,0
QA-005962,INT-042070,0.98,0,0,0
QA-005963,INT-044115,1.0,0,0,0
QA-005964,INT-029984,1.0,0,0,0
QA-005965,INT-044730,1.0,0,0,0
QA-005966,INT-038172,1.0,0,0,0
QA-005967,INT-039132,0.0,0,0,1
QA-005968,INT-019332,0.98,0,0,0
QA-005969,INT-023208,0.9,0,0,0
QA-005970,INT-040736,0.0,1,1,0
QA-005971,INT-025793,1.0,0,0,0
QA-005972,INT-020904,1.0,0,0,0
QA-005973,INT-021597,0.0,0,1,0
QA-005974,INT-023181,0.91,0,0,0
QA-005975,INT-007389,0.94,0,0,0
QA-005976,INT-041734,0.0,0,1,0
QA-005977,INT-028046,0.89,0,0,0
QA-005978,INT-029980,0.95,0,0,0
QA-005979,INT-005541,0.94,0,0,0
QA-005980,INT-001431,0.96,0,0,0
QA-005981,INT-027886,1.0,0,0,0
QA-005982,INT-040457,0.97,0,0,0
QA-005983,INT-015503,0.82,0,0,0
QA-005984,INT-030993,0.91,0,0,0
QA-005985,INT-014985,1.0,0,0,0
QA-005986,INT-010609,1.0,0,0,0
QA-005987,INT-033585,0.82,0,0,0
QA-005988,INT-034115,0.0,1,0,0
QA-005989,INT-035305,0.95,0,0,0
QA-005990,INT-010610,0.82,0,0,0
QA-005991,INT-044829,0.85,0,0,0
QA-005992,INT-030992,0.92,0,0,0
QA-005993,INT-003827,1.0,0,0,0
QA-005994,INT-010200,0.89,0,0,0
QA-005995,INT-021981,0.95,0,0,0
QA-005996,INT-037339,0.98,0,0,0
QA-005997,INT-025906,1.0,0,0,0
QA-005998,INT-046777,1.0,0,0,0
QA-005999,INT-034394,0.95,0,0,0
QA-006000,INT-012236,0.84,0,0,0
QA-006001,INT-032396,0.97,0,0,0
QA-006002,INT-017426,1.0,0,0,0
QA-006003,INT-002329,0.0,1,0,0
QA-006004,INT-046776,0.94,0,0,0
QA-006005,INT-012899,1.0,0,0,0
QA-006006,INT-012235,1.0,0,0,0
QA-006007,INT-001815,0.95,0,0,0
QA-006008,INT-024374,0.92,0,0,0
QA-006009,INT-011192,0.93,0,0,0
QA-006010,INT-008615,1.0,0,0,0
QA-006011,INT-008383,0.9,0,0,0
QA-006012,INT-009228,0.96,0,0,0
QA-006013,INT-024375,0.9,0,0,0
QA-006014,INT-032537,0.96,0,0,0
QA-006015,INT-040894,0.92,0,0,0
QA-006016,INT-022105,0.92,0,0,0
QA-006017,INT-034670,0.97,0,0,0
QA-006018,INT-010429,0.98,0,0,0
QA-006019,INT-039981,1.0,0,0,0
QA-006020,INT-008650,0.95,0,0,0
QA-006021,INT-003987,0.0,1,0,0
QA-006022,INT-004286,0.96,0,0,0
QA-006023,INT-008652,0.85,0,0,0
QA-006024,INT-028841,1.0,0,0,0
QA-006025,INT-013140,0.86,0,0,0
QA-006026,INT-042301,0.96,0,0,0
QA-006027,INT-013722,0.91,0,0,0
QA-006028,INT-042305,0.88,0,0,0
QA-006029,INT-025176,0.85,0,0,0
QA-006030,INT-027276,0.81,0,0,0
QA-006031,INT-036566,0.9,0,0,0
QA-006032,INT-037740,0.98,0,0,0
QA-006033,INT-028056,1.0,0,0,0
QA-006034,INT-042302,0.89,0,0,0
QA-006035,INT-017470,0.95,0,0,0
QA-006036,INT-034593,0.92,0,0,0
QA-006037,INT-011785,0.94,0,0,0
QA-006038,INT-008758,0.0,0,0,1
QA-006039,INT-015625,0.0,1,0,0
QA-006040,INT-003330,1.0,0,0,0
QA-006041,INT-014782,0.0,1,0,0
QA-006042,INT-019289,1.0,0,0,0
QA-006043,INT-028115,0.91,0,0,0
QA-006044,INT-001886,1.0,0,0,0
QA-006045,INT-000919,0.91,0,0,0
QA-006046,INT-016313,0.9,0,0,0
QA-006047,INT-030721,0.96,0,0,0
QA-006048,INT-003333,0.0,1,0,1
QA-006049,INT-027338,1.0,0,0,0
QA-006050,INT-010699,0.95,0,0,0
QA-006051,INT-032828,0.89,0,0,0
QA-006052,INT-028064,0.95,0,0,0
QA-006053,INT-024617,0.97,0,0,0
QA-006054,INT-010785,0.94,0,0,0
QA-006055,INT-013800,1.0,0,0,0
QA-006056,INT-012533,0.94,0,0,0
QA-006057,INT-012286,0.96,0,0,0
QA-006058,INT-028509,0.87,0,0,0
QA-006059,INT-020507,0.0,0,1,0
QA-006060,INT-009219,0.0,1,0,0
QA-006061,INT-027178,0.89,0,0,0
QA-006062,INT-029856,0.85,0,0,0
QA-006063,INT-009214,0.97,0,0,0
QA-006064,INT-041932,0.89,0,0,0
QA-006065,INT-031457,0.0,1,0,0
QA-006066,INT-009215,0.86,0,0,0
QA-006067,INT-027087,0.0,1,0,0
QA-006068,INT-030979,0.93,0,0,0
QA-006069,INT-046691,0.86,0,0,0
QA-006070,INT-006322,0.8,0,0,0
QA-006071,INT-012814,0.0,0,1,0
QA-006072,INT-009950,1.0,0,0,0
QA-006073,INT-006324,0.0,1,0,0
QA-006074,INT-003607,0.91,0,0,0
QA-006075,INT-015910,0.0,1,0,0
QA-006076,INT-025254,0.0,1,0,1
QA-006077,INT-022038,0.85,0,0,0
QA-006078,INT-027551,0.9,0,0,0
QA-006079,INT-010059,1.0,0,0,0
QA-006080,INT-036013,0.96,0,0,0
QA-006081,INT-042934,0.0,1,0,1
QA-006082,INT-025119,0.0,1,0,0
QA-006083,INT-003925,0.0,0,1,0
QA-006084,INT-031298,0.0,1,0,0
QA-006085,INT-037520,0.89,0,0,0
QA-006086,INT-003769,0.97,0,0,0
QA-006087,INT-045440,1.0,0,0,0
QA-006088,INT-036259,0.97,0,0,0
QA-006089,INT-007602,1.0,0,0,0
QA-006090,INT-030388,0.81,0,0,0
QA-006091,INT-022017,1.0,0,0,0
QA-006092,INT-026496,0.99,0,0,0
QA-006093,INT-007261,0.86,0,0,0
QA-006094,INT-039398,0.89,0,0,0
QA-006095,INT-031490,0.93,0,0,0
QA-006096,INT-020339,1.0,0,0,0
QA-006097,INT-022018,0.95,0,0,0
QA-006098,INT-011311,0.92,0,0,0
QA-006099,INT-011310,1.0,0,0,0
QA-006100,INT-028263,1.0,0,0,0
QA-006101,INT-032290,0.94,0,0,0
QA-006102,INT-046302,0.77,0,0,0
QA-006103,INT-046305,0.91,0,0,0
QA-006104,INT-020340,0.85,0,0,0
QA-006105,INT-035857,0.94,0,0,0
QA-006106,INT-038895,0.87,0,0,0
QA-006107,INT-002451,1.0,0,0,0
QA-006108,INT-038893,0.98,0,0,0
QA-006109,INT-021345,0.92,0,0,0
QA-006110,INT-009066,0.96,0,0,0
QA-006111,INT-004088,1.0,0,0,0
QA-006112,INT-036616,0.92,0,0,0
QA-006113,INT-019045,0.92,0,0,0
QA-006114,INT-030272,1.0,0,0,0
QA-006115,INT-030962,0.0,0,1,0
QA-006116,INT-004086,0.88,0,0,0
QA-006117,INT-025708,0.91,0,0,0
QA-006118,INT-017409,0.92,0,0,0
QA-006119,INT-007454,0.86,0,0,0
QA-006120,INT-046780,0.95,0,0,0
QA-006121,INT-012962,0.99,0,0,0
QA-006122,INT-001465,0.95,0,0,0
QA-006123,INT-022115,0.0,1,0,0
QA-006124,INT-031252,0.83,0,0,0
QA-006125,INT-019108,0.85,0,0,0
QA-006126,INT-030323,0.0,1,0,0
QA-006127,INT-003370,0.98,0,0,0
QA-006128,INT-045505,0.88,0,0,0
QA-006129,INT-042758,0.97,0,0,0
QA-006130,INT-020949,0.88,0,0,0
QA-006131,INT-033844,0.92,0,0,0
QA-006132,INT-035570,0.0,0,1,0
QA-006133,INT-032340,0.99,0,0,0
QA-006134,INT-020948,0.96,0,0,0
QA-006135,INT-040085,0.97,0,0,0
QA-006136,INT-043942,0.82,0,0,0
QA-006137,INT-033843,1.0,0,0,0
QA-006138,INT-046835,0.98,0,0,0
QA-006139,INT-007731,0.87,0,0,0
QA-006140,INT-038120,1.0,0,0,0
QA-006141,INT-021535,1.0,0,0,0
QA-006142,INT-038121,1.0,0,0,0
QA-006143,INT-028204,0.99,0,0,0
QA-006144,INT-013178,0.96,0,0,0
QA-006145,INT-025460,0.97,0,0,0
QA-006146,INT-040868,0.92,0,0,0
QA-006147,INT-009456,0.68,0,0,0
QA-006148,INT-004335,1.0,0,0,0
QA-006149,INT-019156,1.0,0,0,0
QA-006150,INT-040281,0.0,0,1,0
QA-006151,INT-007732,1.0,0,0,0
QA-006152,INT-000153,1.0,0,0,0
QA-006153,INT-018661,0.0,0,1,0
QA-006154,INT-040387,1.0,0,0,0
QA-006155,INT-016660,0.0,1,0,1
QA-006156,INT-014676,1.0,0,0,0
QA-006157,INT-007119,0.9,0,0,0
QA-006158,INT-018662,0.96,0,0,0
QA-006159,INT-041382,0.0,0,1,0
QA-006160,INT-016370,0.93,0,0,0
QA-006161,INT-041514,0.0,1,0,0
QA-006162,INT-000150,0.0,0,1,0
QA-006163,INT-038014,0.97,0,0,0
QA-006164,INT-042258,0.84,0,0,0
QA-006165,INT-037968,0.85,0,0,0
QA-006166,INT-039977,0.91,0,0,0
QA-006167,INT-002622,0.0,0,1,0
QA-006168,INT-017459,0.98,0,0,0
QA-006169,INT-021646,1.0,0,0,0
QA-006170,INT-029801,1.0,0,0,0
QA-006171,INT-025835,0.97,0,0,0
QA-006172,INT-043080,1.0,0,0,0
QA-006173,INT-039129,0.94,0,0,0
QA-006174,INT-029802,0.96,0,0,0
QA-006175,INT-000062,0.99,0,0,0
QA-006176,INT-041161,1.0,0,0,0
QA-006177,INT-012894,0.82,0,0,0
QA-006178,INT-009509,0.98,0,0,0
QA-006179,INT-008407,0.0,0,1,0
QA-006180,INT-003217,1.0,0,0,0
QA-006181,INT-013600,1.0,0,0,0
QA-006182,INT-037124,1.0,0,0,0
QA-006183,INT-042747,1.0,0,0,0
QA-006184,INT-038203,0.85,0,0,0
QA-006185,INT-008553,0.88,0,0,0
QA-006186,INT-023568,0.7,0,0,0
QA-006187,INT-001497,0.9,0,0,0
QA-006188,INT-024435,0.92,0,0,0
QA-006189,INT-025405,1.0,0,0,0
QA-006190,INT-000653,0.8,0,0,0
QA-006191,INT-020264,1.0,0,0,0
QA-006192,INT-014580,0.0,1,0,0
QA-006193,INT-042723,1.0,0,0,0
QA-006194,INT-015954,0.0,1,0,0
QA-006195,INT-019028,1.0,0,0,0
QA-006196,INT-023835,0.99,0,0,0
QA-006197,INT-021241,0.92,0,0,0
QA-006198,INT-002316,0.0,1,0,0
QA-006199,INT-010376,0.97,0,0,0
QA-006200,INT-007535,0.88,0,0,0
QA-006201,INT-023337,0.85,0,0,0
QA-006202,INT-031211,0.0,0,0,1
QA-006203,INT-034392,0.94,0,0,0
QA-006204,INT-037360,0.94,0,0,0
QA-006205,INT-016274,0.98,0,0,0
QA-006206,INT-002865,0.92,0,0,0
QA-006207,INT-002439,0.94,0,0,0
QA-006208,INT-013645,0.93,0,0,0
QA-006209,INT-042706,0.96,0,0,0
QA-006210,INT-028400,0.0,0,1,0
QA-006211,INT-019980,0.95,0,0,0
