ticket_id,origin,symptom_cat,symptom,status,product,ticket_owner,language,fcr,escalated,ticket_created,ticket_closed,last_interaction_time,resolution_after_last_interaction_hours,lifecycle_hours
TKT-24021,chat,rma,return,closed,speaker_flagship,7,french,0,0,2023-10-25 11:56:47,2023-10-26 04:42:27.200,2023-10-25 10:12:27.200,18.5,16.761166666666664
TKT-24022,phone,logistics,status of the order,closed,eardrop_headphones,8,german,0,0,2024-09-14 00:14:23,2024-09-17 11:42:25.000,2024-09-14 20:12:25.000,63.5,83.46722222222222
TKT-24023,phone,product,product consulting / information,closed,eardrop_headphones,4,german,1,0,2024-12-09 14:36:36,2024-12-10 07:58:17.000,2024-12-09 09:28:17.000,22.5,17.36138888888889
TKT-24024,email,troubleshooting,sound resolution,closed,eardrop_headphones,5,german,1,0,2024-07-24 09:34:35,2024-07-25 21:21:17.600,2024-07-24 09:51:17.600,35.5,35.7785
TKT-24025,chat,logistics,lost package,closed,turntable,11,german,1,0,2025-06-25 07:20:18,2025-06-28 15:15:36.600,2025-06-25 19:15:36.600,68.0,79.92183333333332
TKT-24026,phone,finance,unsuccessful payment,open,speaker_40wt,6,english,0,0,2024-01-26 05:46:09,,,,
TKT-24027,phone,troubleshooting,sound resolution,closed,on-ear_headphones,12,german,1,0,2024-02-27 04:38:35,2024-02-29 08:56:28.200,2024-02-27 20:26:28.200,36.5,52.29811111111111
TKT-24028,phone,logistics,status of the order,closed,amplifier,9,english,1,0,2024-12-05 03:10:52,2024-12-08 09:49:22.400,2024-12-05 19:19:22.400,62.5,78.64177777777779
TKT-24029,phone,rma,replacement,closed,eardrop_headphones,4,french,0,0,2025-01-28 19:13:58,2025-02-02 04:26:40.800,2025-01-29 19:56:40.800,80.5,105.21188888888888
TKT-24030,phone,finance,payment details,closed,amplifier,6,german,0,0,2024-11-18 16:47:34,2024-11-20 21:59:43.800,2024-11-18 21:59:43.800,48.0,53.20272222222222
TKT-24031,chat,rma,replacement,closed,speaker_40wt,3,english,0,0,2024-08-09 02:26:19,2024-08-13 14:57:59.200,2024-08-09 20:27:59.200,90.5,108.52783333333333
TKT-24032,email,troubleshooting,sound resolution,closed,speaker_40wt,4,english,0,0,2024-10-21 07:22:32,2024-10-23 03:48:50.400,2024-10-21 19:18:50.400,32.5,44.43844444444444
TKT-24033,phone,product,product consulting / information,closed,turntable,3,french,1,0,2025-06-07 04:38:06,2025-06-08 18:59:06.000,2025-06-07 10:29:06.000,32.5,38.35
TKT-24034,email,finance,unsuccessful payment,open,speaker_40wt,5,english,0,0,2024-09-24 04:04:21,,,,
TKT-24035,chat,troubleshooting,power supply,closed,speaker_20wt,7,french,1,0,2024-09-28 21:12:25,2024-09-30 12:43:33.200,2024-09-29 10:13:33.200,26.5,39.51894444444445
TKT-24036,phone,rma,replacement,closed,speaker_40wt,1,french,0,0,2023-09-23 23:31:09,2023-09-27 12:57:17.000,2023-09-24 20:57:17.000,64.0,85.43555555555555
TKT-24037,phone,troubleshooting,power supply,closed,speaker_40wt,5,english,0,0,2024-02-07 00:46:10,2024-02-09 13:40:08.000,2024-02-07 09:40:08.000,52.0,60.89944444444444
TKT-24038,phone,rma,return,closed,speaker_40wt,1,english,0,0,2025-07-17 21:56:49,2025-07-24 14:01:40.000,2025-07-18 20:01:40.000,138.0,160.08083333333335
TKT-24039,email,troubleshooting,sound resolution,closed,eardrop_headphones,1,german,0,0,2025-04-28 00:16:52,2025-04-30 20:53:19.400,2025-04-28 19:53:19.400,49.0,68.60761111111111
TKT-24040,phone,finance,payment details,closed,eardrop_headphones,6,german,0,0,2024-06-12 09:33:33,2024-06-15 17:15:44.400,2024-06-12 19:45:44.400,69.5,79.70316666666668
TKT-24041,email,finance,payment details,closed,on-ear_headphones,4,english,0,1,2023-12-20 04:40:23,2023-12-22 19:53:18.600,2023-12-20 19:23:18.600,48.5,63.215444444444444
TKT-24042,phone,finance,payment details,closed,speaker_20wt,12,german,0,0,2025-05-19 10:47:12,2025-05-22 01:05:57.400,2025-05-19 20:35:57.400,52.5,62.31261111111111
TKT-24043,phone,rma,replacement,closed,speaker_20wt,8,english,0,0,2024-05-25 11:15:02,2024-05-29 00:47:38.200,2024-05-25 10:47:38.200,86.0,85.5433888888889
TKT-24044,phone,logistics,lost package,closed,turntable,4,french,1,0,2024-05-07 00:27:36,2024-05-10 05:08:45.400,2024-05-07 09:08:45.400,68.0,76.68594444444444
TKT-24045,chat,product,product consulting / information,closed,eardrop_headphones,11,german,1,0,2024-07-31 20:12:35,2024-08-02 14:42:34.000,2024-08-01 20:12:34.000,18.5,42.499722222222225
TKT-24046,phone,logistics,status of the order,closed,turntable,6,german,1,0,2024-12-30 13:48:15,2025-01-01 17:18:56.600,2024-12-30 19:48:56.600,45.5,51.51155555555556
TKT-24047,chat,rma,replacement,open,amplifier,6,english,0,0,2025-03-07 23:06:10,,,,
TKT-24048,phone,product,product consulting / information,open,amplifier,8,english,1,0,2024-08-24 04:24:45,,,,
TKT-24049,email,complaint,service complaint,closed,eardrop_headphones,9,english,0,0,2024-05-25 23:33:13,2024-05-28 15:08:16.200,2024-05-26 09:38:16.200,53.5,63.58422222222222
TKT-24050,phone,finance,payment details,closed,eardrop_headphones,10,english,0,1,2023-10-10 19:16:16,2023-10-14 02:37:49.800,2023-10-11 19:07:49.800,55.5,79.35938888888889
TKT-24051,phone,logistics,status of the order,open,speaker_20wt,12,english,1,0,2025-04-22 19:49:14,,,,
TKT-24052,phone,troubleshooting,sound resolution,closed,eardrop_headphones,1,french,1,0,2025-03-31 02:24:22,2025-04-02 06:53:13.400,2025-03-31 19:23:13.400,35.5,52.48094444444444
TKT-24053,phone,finance,unsuccessful payment,closed,on-ear_headphones,6,french,0,0,2025-08-05 03:38:31,2025-08-07 18:47:02.600,2025-08-05 19:17:02.600,47.5,63.14211111111111
TKT-24054,email,troubleshooting,power supply,closed,speaker_40wt,5,english,1,0,2024-06-01 18:53:29,2024-06-02 18:09:49.400,2024-06-01 09:39:49.400,32.5,23.272333333333332
TKT-24055,phone,troubleshooting,sound resolution,closed,speaker_20wt,3,english,0,0,2024-02-09 08:20:07,2024-02-11 10:01:25.200,2024-02-09 20:01:25.200,38.0,49.688388888888895
TKT-24056,phone,troubleshooting,power supply,closed,eardrop_headphones,2,english,1,0,2024-12-26 18:46:58,2024-12-29 03:32:42.800,2024-12-27 09:32:42.800,42.0,56.76244444444444
TKT-24057,chat,logistics,status of the order,closed,on-ear_headphones,9,english,0,0,2025-03-04 19:25:24,2025-03-06 19:34:30.600,2025-03-05 10:04:30.600,33.5,48.151833333333336
TKT-24058,phone,logistics,lost package,closed,on-ear_headphones,11,english,0,0,2024-05-31 05:11:44,2024-06-02 15:28:28.600,2024-05-31 20:58:28.600,42.5,58.27905555555556
TKT-24059,email,complaint,product complaint,closed,eardrop_headphones,12,german,0,0,2024-03-18 01:11:50,2024-03-20 17:04:29.600,2024-03-18 09:34:29.600,55.5,63.87766666666667
TKT-24060,phone,rma,replacement,closed,eardrop_headphones,12,german,0,0,2024-07-10 05:08:42,2024-07-15 20:20:39.000,2024-07-10 19:20:39.000,121.0,135.19916666666666
TKT-24061,chat,rma,replacement,new,on-ear_headphones,1,english,0,0,2023-10-19 17:56:37,,,,
TKT-24062,phone,logistics,status of the order,closed,speaker_40wt,11,french,1,0,2024-01-03 23:54:20,2024-01-05 20:29:41.400,2024-01-04 08:29:41.400,36.0,44.589277777777774
TKT-24063,chat,complaint,product complaint,closed,speaker_20wt,7,french,0,0,2024-07-18 19:35:50,2024-07-20 00:12:23.400,2024-07-18 08:42:23.400,39.5,28.609277777777777
TKT-24064,email,finance,unsuccessful payment,closed,speaker_40wt,11,english,0,0,2025-05-22 08:00:33,2025-05-25 07:07:01.200,2025-05-22 19:37:01.200,59.5,71.10783333333333
TKT-24065,chat,logistics,lost package,closed,eardrop_headphones,6,german,0,0,2023-11-11 10:05:43,2023-11-14 07:05:40.600,2023-11-11 19:35:40.600,59.5,68.99933333333334
TKT-24066,phone,troubleshooting,sound resolution,closed,eardrop_headphones,8,german,1,0,2024-10-04 20:25:33,2024-10-06 05:41:45.200,2024-10-04 09:41:45.200,44.0,33.27005555555556
TKT-24067,email,finance,payment details,closed,on-ear_headphones,3,german,0,0,2025-01-06 09:50:58,2025-01-08 13:38:58.000,2025-01-06 20:08:58.000,41.5,51.8
TKT-24068,chat,troubleshooting,bluetooth connection,open,on-ear_headphones,5,english,0,0,2025-05-28 09:35:42,,,,
TKT-24069,phone,product,product consulting / information,closed,turntable,9,english,1,0,2024-07-16 22:29:01,2024-07-17 13:20:34.800,2024-07-16 09:20:34.800,28.0,14.85938888888889
TKT-24070,phone,troubleshooting,power supply,closed,on-ear_headphones,2,english,0,0,2025-07-14 19:33:36,2025-07-15 15:48:15.400,2025-07-14 08:18:15.400,31.5,20.244277777777775
TKT-24071,phone,troubleshooting,bluetooth connection,closed,speaker_20wt,11,german,0,0,2023-12-29 21:54:35,2023-12-31 17:23:57.400,2023-12-30 11:53:57.400,29.5,43.489555555555555
TKT-24072,phone,finance,unsuccessful payment,closed,eardrop_headphones,2,english,0,0,2024-09-06 14:44:31,2024-09-09 07:14:11.400,2024-09-06 21:44:11.400,57.5,64.49455555555555
TKT-24073,chat,rma,replacement,open,eardrop_headphones,2,german,0,0,2024-09-18 15:42:52,,,,
TKT-24074,phone,rma,return,closed,speaker_flagship,3,french,0,0,2025-05-17 02:11:31,2025-05-22 09:47:39.800,2025-05-17 19:17:39.800,110.5,127.60244444444444
TKT-24075,chat,complaint,product complaint,closed,on-ear_headphones,10,french,0,0,2025-06-12 11:46:42,2025-06-15 06:02:26.600,2025-06-12 10:02:26.600,68.0,66.26238888888889
TKT-24076,chat,troubleshooting,bluetooth connection,closed,on-ear_headphones,7,german,0,0,2024-12-20 17:30:25,2024-12-22 06:24:29.000,2024-12-20 09:24:29.000,45.0,36.90111111111111
TKT-24077,phone,complaint,product complaint,closed,eardrop_headphones,1,english,0,0,2025-01-09 23:35:53,2025-01-13 16:43:51.000,2025-01-10 20:43:51.000,68.0,89.13277777777778
TKT-24078,email,finance,unsuccessful payment,closed,speaker_40wt,10,german,0,1,2025-01-06 13:51:43,2025-01-07 13:17:20.400,2025-01-06 09:17:20.400,28.0,23.427055555555555
TKT-24079,phone,troubleshooting,bluetooth connection,open,eardrop_headphones,3,german,0,0,2024-11-30 23:12:44,,,,
TKT-24080,email,troubleshooting,sound resolution,closed,turntable,1,german,1,0,2024-03-22 08:16:39,2024-03-23 18:14:27.000,2024-03-22 21:44:27.000,20.5,33.96333333333333
TKT-24081,email,troubleshooting,power supply,closed,on-ear_headphones,8,english,1,0,2024-01-23 15:33:19,2024-01-25 08:57:33.000,2024-01-23 21:27:33.000,35.5,41.403888888888886
TKT-24082,chat,rma,replacement,closed,eardrop_headphones,2,english,0,0,2025-08-18 03:07:51,2025-08-21 15:52:09.800,2025-08-18 10:22:09.800,77.5,84.73855555555555
TKT-24083,chat,troubleshooting,bluetooth connection,open,turntable,11,english,1,0,2024-12-24 12:51:11,,,,
TKT-24084,email,rma,return,closed,eardrop_headphones,10,german,0,0,2025-01-30 08:50:06,2025-01-31 23:28:37.200,2025-01-30 10:58:37.200,36.5,38.642
TKT-24085,phone,product,product consulting / information,closed,amplifier,8,english,1,0,2025-07-28 13:30:27,2025-07-29 16:06:23.200,2025-07-28 19:06:23.200,21.0,26.598944444444445
TKT-24086,email,troubleshooting,sound resolution,new,on-ear_headphones,5,german,1,0,2024-11-08 06:18:40,,,,
TKT-24087,chat,rma,replacement,open,speaker_20wt,9,french,0,0,2025-01-30 10:14:34,,,,
TKT-24088,phone,troubleshooting,bluetooth connection,closed,speaker_20wt,9,german,0,0,2025-02-28 12:48:36,2025-03-01 09:41:59.800,2025-02-28 10:11:59.800,23.5,20.889944444444446
TKT-24089,email,troubleshooting,sound resolution,closed,speaker_20wt,12,german,1,0,2024-02-15 18:13:51,2024-02-17 06:56:51.600,2024-02-15 09:26:51.600,45.5,36.716833333333334
TKT-24090,phone,troubleshooting,power supply,closed,turntable,3,german,0,0,2024-02-16 02:34:44,2024-02-17 14:21:32.600,2024-02-16 09:21:32.600,29.0,35.780166666666666
TKT-24091,chat,rma,replacement,closed,turntable,7,english,0,0,2024-04-06 17:23:52,2024-04-11 04:40:42.800,2024-04-06 20:40:42.800,104.0,107.28077777777777
TKT-24092,chat,product,product consulting / information,closed,amplifier,10,english,1,0,2024-04-26 19:44:11,2024-04-27 23:30:55.600,2024-04-26 19:00:55.600,28.5,27.77905555555556
TKT-24093,email,complaint,product complaint,closed,eardrop_headphones,9,french,0,0,2025-06-24 08:29:21,2025-06-27 05:08:34.800,2025-06-24 09:08:34.800,68.0,68.65383333333332
TKT-24094,chat,rma,replacement,closed,eardrop_headphones,11,english,0,0,2024-10-04 09:44:50,2024-10-05 17:29:54.200,2024-10-04 21:59:54.200,19.5,31.751166666666666
TKT-24095,phone,logistics,status of the order,open,turntable,8,german,1,0,2024-06-20 23:41:17,,,,
TKT-24096,phone,complaint,product complaint,closed,amplifier,3,french,0,0,2024-01-25 04:28:04,2024-01-28 09:29:48.800,2024-01-25 18:59:48.800,62.5,77.0291111111111
TKT-24097,email,troubleshooting,sound resolution,closed,eardrop_headphones,10,german,0,0,2025-05-12 15:25:24,2025-05-13 12:22:02.200,2025-05-12 09:22:02.200,27.0,20.943944444444444
TKT-24098,phone,troubleshooting,sound resolution,closed,turntable,2,french,1,0,2024-05-21 18:51:24,2024-05-23 00:37:18.000,2024-05-21 08:37:18.000,40.0,29.765
TKT-24099,phone,logistics,status of the order,closed,speaker_40wt,10,german,0,0,2024-02-27 08:44:37,2024-02-29 05:47:53.000,2024-02-27 19:17:53.000,34.5,45.05444444444444
TKT-24100,phone,complaint,product complaint,closed,eardrop_headphones,3,german,0,0,2025-04-02 05:27:32,2025-04-03 14:38:00.800,2025-04-02 19:08:00.800,19.5,33.17466666666667
TKT-24101,chat,logistics,status of the order,closed,speaker_20wt,6,french,0,0,2024-10-21 01:21:24,2024-10-23 13:57:08.600,2024-10-21 19:27:08.600,42.5,60.59572222222222
TKT-24102,email,troubleshooting,bluetooth connection,closed,on-ear_headphones,2,german,0,0,2023-12-02 19:48:12,2023-12-05 04:50:20.200,2023-12-03 20:20:20.200,32.5,57.035611111111116
TKT-24103,email,troubleshooting,power supply,closed,eardrop_headphones,3,german,1,0,2024-04-19 17:44:56,2024-04-21 04:07:34.000,2024-04-19 19:37:34.000,32.5,34.37722222222222
TKT-24104,phone,troubleshooting,bluetooth connection,closed,speaker_20wt,10,english,1,0,2025-06-20 15:23:16,2025-06-21 20:38:09.800,2025-06-20 08:38:09.800,36.0,29.24827777777778
TKT-24105,phone,troubleshooting,bluetooth connection,closed,speaker_40wt,12,german,1,0,2024-01-04 22:54:39,2024-01-07 05:13:58.400,2024-01-05 19:43:58.400,33.5,54.32205555555555
TKT-24106,phone,complaint,product complaint,closed,amplifier,12,french,1,0,2024-08-03 15:09:10,2024-08-05 02:54:49.000,2024-08-03 09:54:49.000,41.0,35.76083333333333
TKT-24107,chat,finance,payment details,closed,on-ear_headphones,9,german,0,0,2024-09-30 23:13:49,2024-10-03 21:41:30.400,2024-10-01 10:11:30.400,59.5,70.4615
TKT-24108,chat,logistics,status of the order,closed,speaker_40wt,3,german,1,0,2025-04-26 03:48:36,2025-04-28 21:54:49.600,2025-04-26 19:24:49.600,50.5,66.10377777777778
TKT-24109,chat,troubleshooting,power supply,closed,speaker_20wt,8,french,0,0,2023-12-06 01:23:33,2023-12-08 07:35:17.600,2023-12-06 20:05:17.600,35.5,54.19572222222222
TKT-24110,email,troubleshooting,bluetooth connection,closed,speaker_20wt,2,french,0,0,2024-05-20 04:29:02,2024-05-22 10:58:20.200,2024-05-20 19:58:20.200,39.0,54.48838888888889
TKT-24111,chat,product,product consulting / information,closed,on-ear_headphones,7,german,1,0,2024-01-10 23:07:55,2024-01-12 07:41:21.000,2024-01-11 09:41:21.000,22.0,32.55722222222222
TKT-24112,email,complaint,product complaint,closed,eardrop_headphones,12,english,0,0,2023-10-10 11:15:22,2023-10-12 01:43:17.200,2023-10-10 18:43:17.200,31.0,38.465333333333334
TKT-24113,email,logistics,status of the order,closed,speaker_flagship,8,german,1,0,2024-12-30 15:55:03,2025-01-02 03:27:21.400,2024-12-30 09:57:21.400,65.5,59.538444444444444
TKT-24114,email,rma,replacement,new,eardrop_headphones,6,english,0,0,2025-06-04 08:52:08,,,,
TKT-24115,phone,complaint,product complaint,closed,speaker_20wt,2,german,0,0,2024-05-14 20:47:16,2024-05-17 03:24:21.000,2024-05-14 09:54:21.000,65.5,54.61805555555556
TKT-24116,email,rma,return,new,eardrop_headphones,6,french,0,1,2024-11-27 01:42:59,,,,
TKT-24117,phone,troubleshooting,power supply,closed,on-ear_headphones,7,english,0,0,2024-08-05 16:08:48,2024-08-06 17:31:51.800,2024-08-05 10:01:51.800,31.5,25.38438888888889
TKT-24118,chat,troubleshooting,power supply,closed,amplifier,10,english,1,0,2024-02-07 01:00:38,2024-02-09 00:33:16.400,2024-02-07 09:03:16.400,39.5,47.544
TKT-24119,email,troubleshooting,power supply,closed,turntable,11,german,0,0,2024-09-19 22:24:50,2024-09-22 17:54:10.600,2024-09-20 20:24:10.600,45.5,67.48905555555555
TKT-24120,phone,logistics,status of the order,closed,on-ear_headphones,9,english,0,0,2025-05-27 22:52:05,2025-05-30 10:51:57.400,2025-05-28 18:21:57.400,40.5,59.99788888888889
TKT-24121,chat,complaint,product complaint,closed,eardrop_headphones,7,german,1,0,2024-12-26 02:02:12,2024-12-29 05:49:52.000,2024-12-26 09:49:52.000,68.0,75.79444444444445
TKT-24122,phone,logistics,lost package,closed,on-ear_headphones,8,english,0,0,2025-04-17 18:06:27,2025-04-20 07:26:42.400,2025-04-17 20:56:42.400,58.5,61.33761111111111
TKT-24123,email,complaint,product complaint,closed,on-ear_headphones,10,english,0,0,2023-10-12 10:49:17,2023-10-14 05:10:36.800,2023-10-12 20:10:36.800,33.0,42.3555
TKT-24124,phone,troubleshooting,sound resolution,closed,speaker_20wt,1,english,0,0,2024-02-26 21:11:32,2024-02-28 06:56:11.000,2024-02-27 09:56:11.000,21.0,33.744166666666665
TKT-24125,chat,logistics,status of the order,closed,on-ear_headphones,2,german,1,0,2024-02-29 20:51:03,2024-03-03 10:58:15.800,2024-03-01 09:28:15.800,49.5,62.12022222222222
TKT-24126,phone,product,product consulting / information,closed,eardrop_headphones,6,english,1,0,2023-12-22 07:46:49,2023-12-23 12:15:50.400,2023-12-22 19:45:50.400,16.5,28.48372222222222
TKT-24127,phone,product,product consulting / information,closed,speaker_20wt,6,french,1,0,2025-06-30 15:35:39,2025-07-01 02:11:01.200,2025-06-30 09:41:01.200,16.5,10.5895
TKT-24128,phone,product,product consulting / information,closed,eardrop_headphones,12,french,1,0,2023-11-11 19:13:46,2023-11-13 05:40:37.200,2023-11-11 19:40:37.200,34.0,34.44755555555555
TKT-24129,chat,rma,return,closed,amplifier,4,french,0,1,2024-04-19 07:04:53,2024-04-24 16:16:36.200,2024-04-19 22:16:36.200,114.0,129.19533333333334
TKT-24130,phone,troubleshooting,sound resolution,closed,speaker_20wt,9,english,0,0,2024-10-25 12:56:04,2024-10-27 00:09:06.200,2024-10-25 09:39:06.200,38.5,35.217277777777774
TKT-24131,chat,troubleshooting,power supply,closed,speaker_20wt,7,english,1,0,2025-04-10 16:08:06,2025-04-12 17:05:35.400,2025-04-10 22:05:35.400,43.0,48.95816666666666
TKT-24132,chat,finance,unsuccessful payment,closed,eardrop_headphones,5,english,0,0,2024-02-03 03:47:52,2024-02-06 13:47:32.400,2024-02-03 20:47:32.400,65.0,81.99455555555556
TKT-24133,phone,finance,payment details,closed,eardrop_headphones,2,english,0,0,2023-10-25 22:51:38,2023-10-28 06:13:45.400,2023-10-26 20:43:45.400,33.5,55.36872222222222
TKT-24134,phone,rma,replacement,closed,on-ear_headphones,11,french,0,0,2024-08-22 14:02:57,2024-08-25 06:18:56.400,2024-08-22 20:18:56.400,58.0,64.2665
TKT-24135,email,logistics,status of the order,closed,on-ear_headphones,2,german,0,0,2024-10-15 00:24:37,2024-10-18 12:32:20.600,2024-10-15 19:32:20.600,65.0,84.12877777777777
TKT-24136,chat,finance,payment details,closed,speaker_20wt,2,english,0,0,2024-04-17 13:21:33,2024-04-20 21:07:31.600,2024-04-17 21:07:31.600,72.0,79.76627777777777
TKT-24137,phone,rma,return,closed,eardrop_headphones,8,english,0,0,2025-07-26 06:05:22,2025-07-31 06:21:39.000,2025-07-26 09:51:39.000,116.5,120.2713888888889
TKT-24138,phone,troubleshooting,bluetooth connection,closed,on-ear_headphones,2,german,1,0,2023-12-26 22:00:08,2023-12-27 21:44:55.000,2023-12-26 08:44:55.000,37.0,23.746388888888887
TKT-24139,chat,troubleshooting,bluetooth connection,new,eardrop_headphones,11,english,0,1,2024-01-05 11:12:52,,,,
TKT-24140,email,rma,return,closed,turntable,4,english,1,0,2024-07-05 14:33:09,2024-07-08 11:40:56.000,2024-07-05 20:10:56.000,63.5,69.12972222222223
TKT-24141,chat,rma,replacement,closed,on-ear_headphones,9,english,0,1,2024-09-24 09:17:03,2024-09-29 22:22:20.200,2024-09-24 18:52:20.200,123.5,133.08811111111112
TKT-24142,phone,troubleshooting,bluetooth connection,closed,on-ear_headphones,6,english,0,0,2025-03-03 20:36:13,2025-03-04 05:17:26.200,2025-03-03 10:47:26.200,18.5,8.687
TKT-24143,email,troubleshooting,power supply,closed,speaker_40wt,5,german,1,0,2025-07-14 20:33:39,2025-07-16 19:34:21.000,2025-07-14 21:04:21.000,46.5,47.01166666666666
TKT-24144,chat,logistics,lost package,closed,on-ear_headphones,6,english,1,0,2024-02-22 10:06:40,2024-02-24 11:18:28.600,2024-02-22 09:18:28.600,50.0,49.19683333333334
TKT-24145,email,troubleshooting,bluetooth connection,new,speaker_20wt,11,german,0,1,2024-02-17 10:20:33,,,,
TKT-24146,phone,rma,replacement,closed,eardrop_headphones,5,french,0,0,2024-10-09 20:27:14,2024-10-14 07:17:36.800,2024-10-10 09:47:36.800,93.5,106.83966666666666
TKT-24147,email,troubleshooting,sound resolution,closed,on-ear_headphones,9,french,1,0,2024-01-08 00:56:43,2024-01-10 02:30:31.600,2024-01-08 10:00:31.600,40.5,49.563500000000005
TKT-24148,chat,product,product consulting / information,closed,speaker_40wt,8,english,1,0,2025-07-24 00:04:25,2025-07-25 13:01:14.400,2025-07-24 09:31:14.400,27.5,36.94705555555555
TKT-24149,chat,troubleshooting,power supply,open,speaker_flagship,2,french,1,0,2024-07-19 09:19:16,,,,
TKT-24150,email,troubleshooting,bluetooth connection,closed,amplifier,6,english,0,0,2025-06-19 14:10:20,2025-06-20 23:48:47.600,2025-06-19 21:18:47.600,26.5,33.641
TKT-24151,phone,product,product consulting / information,closed,speaker_40wt,10,english,1,0,2024-08-13 22:25:20,2024-08-13 22:55:54.800,2024-08-13 10:25:54.800,12.5,0.5096666666666666
TKT-24152,email,troubleshooting,power supply,closed,eardrop_headphones,8,french,0,0,2023-12-30 06:24:23,2024-01-01 04:12:37.200,2023-12-30 09:42:37.200,42.5,45.80394444444445
TKT-24153,email,troubleshooting,bluetooth connection,closed,amplifier,8,english,0,0,2024-03-21 19:04:04,2024-03-23 18:10:27.200,2024-03-22 09:40:27.200,32.5,47.10644444444445
TKT-24154,chat,rma,replacement,closed,on-ear_headphones,10,english,0,0,2025-04-10 21:30:44,2025-04-14 21:36:15.800,2025-04-11 20:36:15.800,73.0,96.09216666666666
TKT-24155,chat,finance,unsuccessful payment,closed,on-ear_headphones,8,german,0,0,2025-04-19 22:01:49,2025-04-22 22:08:33.200,2025-04-20 21:08:33.200,49.0,72.11227777777778
TKT-24156,phone,complaint,service complaint,closed,on-ear_headphones,2,german,0,0,2024-02-27 20:37:40,2024-03-02 01:19:55.200,2024-02-28 08:49:55.200,64.5,76.70422222222223
TKT-24157,chat,logistics,status of the order,closed,speaker_40wt,3,english,0,0,2025-06-13 00:59:54,2025-06-16 11:19:03.400,2025-06-13 21:49:03.400,61.5,82.31927777777778
TKT-24158,email,troubleshooting,bluetooth connection,closed,turntable,2,german,0,0,2024-06-29 23:30:01,2024-07-02 06:20:44.800,2024-06-30 09:20:44.800,45.0,54.845499999999994
TKT-24159,email,troubleshooting,sound resolution,closed,turntable,4,french,1,0,2024-05-27 11:40:13,2024-05-29 12:19:07.800,2024-05-27 09:49:07.800,50.5,48.648555555555554
TKT-24160,chat,troubleshooting,power supply,closed,amplifier,1,french,0,0,2023-12-15 09:03:49,2023-12-17 15:21:29.200,2023-12-15 19:51:29.200,43.5,54.294500000000006
TKT-24161,phone,troubleshooting,firmware,closed,on-ear_headphones,10,french,0,0,2024-08-22 22:17:26,2024-08-23 19:54:28.600,2024-08-22 09:54:28.600,34.0,21.61738888888889
TKT-24162,phone,logistics,status of the order,closed,eardrop_headphones,7,french,1,0,2023-10-09 16:59:54,2023-10-12 05:30:36.200,2023-10-09 09:30:36.200,68.0,60.511722222222225
TKT-24163,chat,logistics,lost package,open,eardrop_headphones,6,german,0,0,2025-03-27 21:40:46,,,,
TKT-24164,chat,troubleshooting,power supply,closed,eardrop_headphones,6,french,1,0,2025-07-10 02:15:19,2025-07-11 19:19:34.800,2025-07-10 10:19:34.800,33.0,41.07105555555555
TKT-24165,chat,troubleshooting,power supply,closed,speaker_20wt,10,english,0,0,2025-07-12 11:49:38,2025-07-14 01:33:13.400,2025-07-12 09:33:13.400,40.0,37.7265
TKT-24166,phone,troubleshooting,bluetooth connection,open,on-ear_headphones,1,english,1,0,2024-06-28 13:32:45,,,,
TKT-24167,phone,rma,replacement,open,on-ear_headphones,11,english,0,0,2024-05-11 11:07:08,,,,
TKT-24168,phone,troubleshooting,power supply,closed,eardrop_headphones,9,french,1,0,2024-01-30 09:28:49,2024-01-31 07:01:05.000,2024-01-30 08:31:05.000,22.5,21.537777777777777
TKT-24169,email,troubleshooting,power supply,closed,on-ear_headphones,2,english,1,0,2024-03-29 04:31:13,2024-03-31 08:47:54.800,2024-03-29 08:17:54.800,48.5,52.278277777777774
TKT-24170,chat,troubleshooting,sound resolution,closed,speaker_flagship,1,english,1,0,2025-07-25 03:58:39,2025-07-27 11:26:50.800,2025-07-25 19:26:50.800,40.0,55.469944444444444
TKT-24171,email,rma,return,closed,turntable,9,english,0,0,2025-01-09 12:53:39,2025-01-10 21:41:16.600,2025-01-09 20:11:16.600,25.5,32.79377777777778
TKT-24172,chat,logistics,status of the order,closed,turntable,9,german,0,0,2023-10-25 00:02:11,2023-10-28 06:54:54.000,2023-10-25 21:54:54.000,57.0,78.87861111111111
TKT-24173,phone,product,product consulting / information,closed,eardrop_headphones,2,french,1,0,2025-06-18 20:09:44,2025-06-20 04:06:09.800,2025-06-18 18:06:09.800,34.0,31.9405
TKT-24174,phone,troubleshooting,bluetooth connection,closed,on-ear_headphones,9,german,0,0,2024-02-07 04:57:27,2024-02-08 10:40:04.200,2024-02-07 19:10:04.200,15.5,29.71033333333333
TKT-24175,chat,rma,return,closed,speaker_flagship,9,german,0,0,2024-10-15 00:10:17,2024-10-19 06:16:26.000,2024-10-15 20:16:26.000,82.0,102.1025
TKT-24176,phone,troubleshooting,firmware,closed,eardrop_headphones,3,german,0,0,2025-03-14 13:01:17,2025-03-16 09:09:24.000,2025-03-14 19:09:24.000,38.0,44.13527777777778
TKT-24177,chat,logistics,status of the order,closed,on-ear_headphones,5,french,1,0,2024-04-19 16:10:00,2024-04-21 21:18:25.400,2024-04-19 09:48:25.400,59.5,53.140388888888886
TKT-24178,email,finance,payment details,closed,on-ear_headphones,7,english,0,0,2024-10-04 12:21:10,2024-10-06 18:24:33.000,2024-10-04 08:24:33.000,58.0,54.05638888888889
